Date,Time,Temperature (Celsius)
02/25/2017,02:45:46.779,27.09
02/25/2017,02:46:16.843,27.31
02/25/2017,02:46:46.926,27.54
02/25/2017,02:47:17.011,27.87
02/25/2017,02:47:47.108,27.98
02/25/2017,02:48:17.166,27.95
02/25/2017,02:48:47.233,27.82
02/25/2017,02:49:17.356,27.5
02/25/2017,02:49:47.411,27.33
02/25/2017,02:50:17.482,27.18
02/25/2017,02:50:47.572,27.06
02/25/2017,02:51:17.672,26.95
02/25/2017,02:51:47.735,27.02
02/25/2017,02:52:17.817,27.16
02/25/2017,02:52:47.909,27.04
02/25/2017,02:53:18.010,26.79
02/25/2017,02:53:48.086,26.51
02/25/2017,02:54:18.156,26.15
02/25/2017,02:54:48.284,26.04
02/25/2017,02:55:18.295,26.01
02/25/2017,02:55:48.384,25.97
02/25/2017,02:56:18.469,25.98
02/25/2017,02:56:48.548,25.95
02/25/2017,02:57:18.671,26.01
02/25/2017,02:57:48.707,25.95
02/25/2017,02:58:18.804,25.88
02/25/2017,02:58:48.881,25.75
02/25/2017,02:59:18.982,25.56
02/25/2017,02:59:49.053,25.48
02/25/2017,03:00:19.119,25.51
02/25/2017,03:00:49.235,25.55
02/25/2017,03:01:19.331,25.61
02/25/2017,03:01:49.379,25.72
02/25/2017,03:02:19.453,25.69
02/25/2017,03:02:49.539,25.64
02/25/2017,03:03:19.644,25.53
02/25/2017,03:03:49.725,25.44
02/25/2017,03:04:19.816,25.22
02/25/2017,03:04:49.859,25.24
02/25/2017,03:05:19.944,25.36
02/25/2017,03:05:50.025,25.51
02/25/2017,03:06:20.123,25.71
02/25/2017,03:06:50.180,25.95
02/25/2017,03:07:20.304,26.02
02/25/2017,03:07:50.347,25.94
02/25/2017,03:08:20.469,25.96
02/25/2017,03:08:50.511,25.92
02/25/2017,03:09:20.682,25.93
02/25/2017,03:09:50.806,25.92
02/25/2017,03:10:20.770,26.03
02/25/2017,03:10:50.862,26.18
02/25/2017,03:11:20.970,26.36
02/25/2017,03:11:51.029,26.56
02/25/2017,03:12:21.155,26.29
02/25/2017,03:12:51.212,25.9
02/25/2017,03:13:21.255,25.51
02/25/2017,03:13:51.335,25.26
02/25/2017,03:14:21.460,25.14
02/25/2017,03:14:51.504,24.89
02/25/2017,03:15:21.621,24.95
02/25/2017,03:15:51.722,25.02
02/25/2017,03:16:21.760,24.94
02/25/2017,03:16:51.867,25.0
02/25/2017,03:17:21.945,25.04
02/25/2017,03:17:52.011,25.02
02/25/2017,03:18:22.111,25.1
02/25/2017,03:18:52.154,25.08
02/25/2017,03:19:22.275,25.09
02/25/2017,03:19:52.354,25.31
02/25/2017,03:20:22.415,25.64
02/25/2017,03:20:52.494,25.94
02/25/2017,03:21:22.605,26.27
02/25/2017,03:21:52.658,26.52
02/25/2017,03:22:22.747,26.77
02/25/2017,03:22:52.848,27.06
02/25/2017,03:23:22.941,27.26
02/25/2017,03:23:53.013,27.48
02/25/2017,03:24:23.105,27.67
02/25/2017,03:24:53.170,27.87
02/25/2017,03:25:23.225,28.04
02/25/2017,03:25:53.338,28.18
02/25/2017,03:26:23.399,28.33
02/25/2017,03:26:53.480,28.51
02/25/2017,03:27:23.722,28.63
02/25/2017,03:27:53.652,28.75
02/25/2017,03:28:23.723,28.82
02/25/2017,03:28:53.824,28.97
02/25/2017,03:29:23.899,29.11
02/25/2017,03:29:53.988,29.26
02/25/2017,03:30:24.064,29.35
02/25/2017,03:30:54.159,29.41
02/25/2017,03:31:24.232,29.49
02/25/2017,03:31:54.292,29.59
02/25/2017,03:32:24.442,29.67
02/25/2017,03:32:54.585,29.74
02/25/2017,03:33:24.574,29.87
02/25/2017,03:33:54.631,29.97
02/25/2017,03:34:24.742,30.1
02/25/2017,03:34:54.816,30.19
02/25/2017,03:35:24.910,30.27
02/25/2017,03:35:54.963,30.33
02/25/2017,03:36:25.064,30.41
02/25/2017,03:36:55.114,30.46
02/25/2017,03:37:25.215,30.55
02/25/2017,03:37:55.316,30.62
02/25/2017,03:38:25.363,30.7
02/25/2017,03:38:55.464,30.77
02/25/2017,03:39:25.527,30.83
02/25/2017,03:39:55.656,30.83
02/25/2017,03:40:25.756,30.82
02/25/2017,03:40:55.802,30.81
02/25/2017,03:41:25.886,30.7
02/25/2017,03:41:55.966,30.32
02/25/2017,03:42:26.079,29.87
02/25/2017,03:42:56.128,29.39
02/25/2017,03:43:26.230,29.03
02/25/2017,03:43:56.294,28.9
02/25/2017,03:44:26.362,28.82
02/25/2017,03:44:56.466,28.84
02/25/2017,03:45:26.560,28.84
02/25/2017,03:45:56.621,28.9
02/25/2017,03:46:26.689,28.86
02/25/2017,03:46:56.798,28.84
02/25/2017,03:47:26.872,28.81
02/25/2017,03:47:56.920,28.72
02/25/2017,03:48:27.244,28.65
02/25/2017,03:48:57.319,28.65
02/25/2017,03:49:27.392,28.63
02/25/2017,03:49:57.486,28.63
02/25/2017,03:50:27.567,28.56
02/25/2017,03:50:57.667,28.54
02/25/2017,03:51:27.830,28.44
02/25/2017,03:51:57.825,28.51
02/25/2017,03:52:27.946,28.56
02/25/2017,03:52:57.962,28.65
02/25/2017,03:53:28.032,28.56
02/25/2017,03:53:58.141,28.56
02/25/2017,03:54:28.230,28.51
02/25/2017,03:54:58.335,28.48
02/25/2017,03:55:28.406,28.48
02/25/2017,03:55:58.451,28.48
02/25/2017,03:56:28.595,28.46
02/25/2017,03:56:58.624,28.42
02/25/2017,03:57:28.735,28.4
02/25/2017,03:57:58.795,28.29
02/25/2017,03:58:28.883,28.3
02/25/2017,03:58:58.963,28.32
02/25/2017,03:59:29.069,28.37
02/25/2017,03:59:59.106,28.42
02/25/2017,04:00:29.246,28.42
02/25/2017,04:00:59.296,28.43
02/25/2017,04:01:29.373,28.53
02/25/2017,04:01:59.503,28.66
02/25/2017,04:02:29.521,28.75
02/25/2017,04:02:59.598,28.86
02/25/2017,04:03:29.725,28.93
02/25/2017,04:03:59.758,29.0
02/25/2017,04:04:29.869,29.18
02/25/2017,04:04:59.957,29.37
02/25/2017,04:05:30.017,29.53
02/25/2017,04:06:00.087,29.58
02/25/2017,04:06:30.186,29.65
02/25/2017,04:07:00.273,29.69
02/25/2017,04:07:30.338,29.73
02/25/2017,04:08:00.445,29.64
02/25/2017,04:08:30.515,29.52
02/25/2017,04:09:00.584,29.31
02/25/2017,04:09:30.756,29.16
02/25/2017,04:10:00.791,28.99
02/25/2017,04:10:30.866,28.8
02/25/2017,04:11:00.949,28.73
02/25/2017,04:11:31.014,28.63
02/25/2017,04:12:01.111,28.54
02/25/2017,04:12:31.202,28.48
02/25/2017,04:13:01.311,28.45
02/25/2017,04:13:31.388,28.37
02/25/2017,04:14:01.435,28.29
02/25/2017,04:14:31.555,28.21
02/25/2017,04:15:01.629,28.16
02/25/2017,04:15:31.692,28.02
02/25/2017,04:16:01.760,28.05
02/25/2017,04:16:31.877,27.98
02/25/2017,04:17:01.955,27.89
02/25/2017,04:17:32.026,27.98
02/25/2017,04:18:02.130,28.02
02/25/2017,04:18:32.170,28.04
02/25/2017,04:19:02.322,28.04
02/25/2017,04:19:32.343,28.02
02/25/2017,04:20:02.452,27.96
02/25/2017,04:20:32.519,28.02
02/25/2017,04:21:02.607,28.07
02/25/2017,04:21:32.703,28.16
02/25/2017,04:22:02.756,28.21
02/25/2017,04:22:32.878,28.3
02/25/2017,04:23:02.922,28.33
02/25/2017,04:23:33.019,28.45
02/25/2017,04:24:03.072,28.56
02/25/2017,04:24:33.162,28.66
02/25/2017,04:25:03.231,28.75
02/25/2017,04:25:33.319,28.84
02/25/2017,04:26:03.394,28.86
02/25/2017,04:26:33.486,28.84
02/25/2017,04:27:03.571,28.88
02/25/2017,04:27:33.659,28.89
02/25/2017,04:28:03.772,28.85
02/25/2017,04:28:33.816,28.84
02/25/2017,04:29:03.918,28.86
02/25/2017,04:29:33.985,28.94
02/25/2017,04:30:04.093,28.94
02/25/2017,04:30:34.146,28.92
02/25/2017,04:31:04.216,28.99
02/25/2017,04:31:34.330,28.99
02/25/2017,04:32:04.390,28.84
02/25/2017,04:32:34.469,28.92
02/25/2017,04:33:04.570,28.97
02/25/2017,04:33:34.683,29.01
02/25/2017,04:34:04.711,28.91
02/25/2017,04:34:34.794,28.98
02/25/2017,04:35:04.915,28.82
02/25/2017,04:35:35.004,28.37
02/25/2017,04:36:05.058,27.73
02/25/2017,04:36:35.143,27.44
02/25/2017,04:37:05.250,27.26
02/25/2017,04:37:35.302,27.31
02/25/2017,04:38:05.774,27.25
02/25/2017,04:38:35.923,27.47
02/25/2017,04:39:05.985,27.62
02/25/2017,04:39:36.083,27.91
02/25/2017,04:40:06.148,28.02
02/25/2017,04:40:36.249,28.16
02/25/2017,04:41:06.347,28.29
02/25/2017,04:41:36.433,28.39
02/25/2017,04:42:06.520,28.59
02/25/2017,04:42:36.584,28.84
02/25/2017,04:43:06.678,29.03
02/25/2017,04:43:36.759,29.2
02/25/2017,04:44:06.823,29.24
02/25/2017,04:44:36.892,29.37
02/25/2017,04:45:07.014,29.42
02/25/2017,04:45:37.082,29.54
02/25/2017,04:46:07.155,29.62
02/25/2017,04:46:37.255,29.73
02/25/2017,04:47:07.397,29.85
02/25/2017,04:47:37.408,29.96
02/25/2017,04:48:07.463,29.97
02/25/2017,04:48:37.656,30.1
02/25/2017,04:49:07.632,30.1
02/25/2017,04:49:37.721,30.17
02/25/2017,04:50:07.810,30.26
02/25/2017,04:50:37.881,30.35
02/25/2017,04:51:08.014,30.45
02/25/2017,04:51:38.050,30.5
02/25/2017,04:52:08.130,30.53
02/25/2017,05:39:18.399,0.0
02/25/2017,08:32:40.315,28.53
02/25/2017,08:32:40.478,30.0
02/25/2017,08:33:10.581,30.63
02/25/2017,08:33:40.643,30.8
02/25/2017,08:34:10.701,30.97
02/25/2017,08:34:40.827,31.16
02/25/2017,08:35:10.887,31.23
02/25/2017,08:35:40.999,31.24
02/25/2017,08:36:11.032,31.33
02/25/2017,08:36:41.152,31.34
02/25/2017,08:37:11.209,31.36
02/25/2017,08:37:41.315,31.5
02/25/2017,08:38:11.362,31.61
02/25/2017,08:38:41.459,31.75
02/25/2017,08:39:11.574,31.85
02/25/2017,08:39:41.714,31.97
02/25/2017,08:40:11.682,32.09
02/25/2017,08:40:41.804,32.13
02/25/2017,08:41:11.855,32.15
02/25/2017,08:41:41.938,32.19
02/25/2017,08:42:12.049,32.22
02/25/2017,08:42:42.120,32.22
02/25/2017,08:43:12.200,32.22
02/25/2017,08:43:42.307,32.24
02/25/2017,08:44:12.383,32.28
02/25/2017,08:44:42.459,32.3
02/25/2017,08:45:12.510,32.32
02/25/2017,08:45:42.636,32.34
02/25/2017,08:46:12.707,32.35
02/25/2017,08:46:42.805,32.37
02/25/2017,08:47:12.856,32.38
02/25/2017,08:47:42.955,32.39
02/25/2017,08:48:13.009,32.41
02/25/2017,08:48:43.113,32.39
02/25/2017,08:49:13.172,32.15
02/25/2017,08:49:43.288,31.95
02/25/2017,08:50:13.347,31.83
02/25/2017,08:50:43.471,31.72
02/25/2017,08:51:13.537,31.5
02/25/2017,08:51:43.608,31.35
02/25/2017,08:52:13.701,31.14
02/25/2017,08:52:43.788,30.97
02/25/2017,08:53:13.859,30.77
02/25/2017,08:53:43.938,30.67
02/25/2017,08:54:14.011,30.58
02/25/2017,08:54:44.094,30.47
02/25/2017,08:55:14.188,30.34
02/25/2017,08:55:44.246,30.15
02/25/2017,08:56:14.320,30.18
02/25/2017,08:56:44.417,30.23
02/25/2017,08:57:14.503,30.28
02/25/2017,08:57:44.621,30.32
02/25/2017,08:58:14.664,30.38
02/25/2017,08:58:44.764,30.45
02/25/2017,08:59:14.813,30.47
02/25/2017,08:59:44.936,30.46
02/25/2017,09:00:15.017,30.38
02/25/2017,09:00:45.062,30.22
02/25/2017,09:01:15.168,30.13
02/25/2017,09:01:45.252,30.11
02/25/2017,09:02:15.320,30.08
02/25/2017,09:02:45.412,30.04
02/25/2017,09:03:15.480,30.02
02/25/2017,09:03:45.573,29.93
02/25/2017,09:04:15.650,29.81
02/25/2017,09:04:45.735,29.76
02/25/2017,09:05:15.813,29.72
02/25/2017,09:05:45.904,29.78
02/25/2017,09:06:15.959,29.83
02/25/2017,09:06:46.080,29.87
02/25/2017,09:07:16.159,29.93
02/25/2017,09:07:46.208,29.98
02/25/2017,09:08:16.323,30.02
02/25/2017,09:08:46.440,30.06
02/25/2017,09:09:16.467,30.11
02/25/2017,09:09:46.575,30.14
02/25/2017,09:10:16.665,30.17
02/25/2017,09:10:46.739,30.2
02/25/2017,09:11:16.798,30.19
02/25/2017,09:11:46.866,30.25
02/25/2017,09:12:16.970,30.26
02/25/2017,09:12:47.077,30.31
02/25/2017,09:13:17.144,30.35
02/25/2017,09:13:47.220,30.51
02/25/2017,09:14:17.318,30.62
02/25/2017,09:14:47.397,30.63
02/25/2017,09:15:17.499,30.63
02/25/2017,09:15:47.540,30.65
02/25/2017,09:16:17.614,30.67
02/25/2017,09:16:47.685,30.71
02/25/2017,09:17:17.803,30.73
02/25/2017,09:17:47.872,30.67
02/25/2017,09:18:17.974,30.97
02/25/2017,09:18:48.044,31.07
02/25/2017,09:19:18.158,31.13
02/25/2017,09:19:48.179,31.14
02/25/2017,09:20:18.305,31.15
02/25/2017,09:20:48.368,31.14
02/25/2017,09:21:18.451,31.16
02/25/2017,09:21:48.533,31.19
02/25/2017,09:22:18.652,31.21
02/25/2017,09:22:48.682,31.25
02/25/2017,09:23:18.785,31.29
02/25/2017,09:23:48.884,31.33
02/25/2017,09:24:18.939,31.36
02/25/2017,09:24:49.066,31.4
02/25/2017,09:25:19.106,31.5
02/25/2017,09:25:49.215,31.73
02/25/2017,09:26:19.259,31.95
02/25/2017,09:26:49.380,32.17
02/25/2017,09:27:19.445,32.28
02/25/2017,09:27:49.542,32.47
02/25/2017,09:28:19.605,32.7
02/25/2017,09:28:49.680,32.81
02/25/2017,09:29:19.785,32.94
02/25/2017,09:29:49.845,32.96
02/25/2017,09:30:19.925,33.06
02/25/2017,09:30:49.993,33.14
02/25/2017,09:31:20.107,33.16
02/25/2017,09:31:50.178,33.14
02/25/2017,09:32:20.272,33.16
02/25/2017,09:32:50.351,33.14
02/25/2017,09:33:20.417,33.21
02/25/2017,09:33:50.505,33.22
02/25/2017,09:34:20.604,33.23
02/25/2017,09:34:50.698,33.33
02/25/2017,09:35:20.748,33.35
02/25/2017,09:35:50.811,33.28
02/25/2017,09:36:20.921,33.35
02/25/2017,09:36:50.992,33.35
02/25/2017,09:37:21.101,33.39
02/25/2017,09:37:51.185,33.42
02/25/2017,09:38:21.243,33.44
02/25/2017,09:38:51.309,33.46
02/25/2017,09:39:21.413,33.5
02/25/2017,09:39:51.502,33.49
02/25/2017,09:40:21.554,33.5
02/25/2017,09:40:51.672,33.42
02/25/2017,09:41:21.720,33.45
02/25/2017,09:41:51.821,33.4
02/25/2017,09:42:21.885,33.4
02/25/2017,09:42:51.996,33.26
02/25/2017,09:43:22.085,33.22
02/25/2017,09:43:52.181,33.25
02/25/2017,09:44:22.256,33.28
02/25/2017,09:44:52.321,33.31
02/25/2017,09:45:22.379,33.28
02/25/2017,09:45:52.485,33.27
02/25/2017,09:46:22.589,33.26
02/25/2017,09:46:52.659,33.24
02/25/2017,09:47:22.746,33.19
02/25/2017,09:47:52.795,33.17
02/25/2017,09:48:22.924,33.19
02/25/2017,09:48:52.984,33.15
02/25/2017,09:49:23.054,33.09
02/25/2017,09:49:53.126,33.04
02/25/2017,09:50:23.244,33.01
02/25/2017,09:50:53.284,32.99
02/25/2017,09:51:23.373,32.95
02/25/2017,09:51:53.458,32.94
02/25/2017,09:52:23.534,32.96
02/25/2017,09:52:53.634,32.94
02/25/2017,09:53:23.705,32.92
02/25/2017,09:53:53.830,32.93
02/25/2017,09:54:23.875,32.82
02/25/2017,09:54:53.962,32.81
02/25/2017,09:55:24.025,32.68
02/25/2017,09:55:54.137,32.61
02/25/2017,09:56:24.200,32.57
02/25/2017,09:56:54.272,32.46
02/25/2017,09:57:24.379,32.49
02/25/2017,09:57:54.497,32.41
02/25/2017,09:58:24.546,32.41
02/25/2017,09:58:54.622,32.44
02/25/2017,09:59:24.696,32.44
02/25/2017,09:59:54.809,32.5
02/25/2017,10:00:24.883,32.55
02/25/2017,10:00:54.927,32.59
02/25/2017,10:01:25.051,32.6
02/25/2017,10:01:55.167,32.52
02/25/2017,10:02:25.208,32.47
02/25/2017,10:02:55.259,32.43
02/25/2017,10:03:25.353,32.43
02/25/2017,10:03:55.468,32.44
02/25/2017,10:04:25.549,32.41
02/25/2017,10:04:55.619,32.4
02/25/2017,10:05:25.678,32.39
02/25/2017,10:05:55.799,32.33
02/25/2017,10:06:25.885,32.25
02/25/2017,10:06:55.950,32.18
02/25/2017,10:07:26.020,32.15
02/25/2017,10:07:56.126,32.17
02/25/2017,10:08:26.175,32.11
02/25/2017,10:08:56.278,32.03
02/25/2017,10:09:26.375,32.01
02/25/2017,10:09:56.502,31.97
02/25/2017,10:10:26.509,31.86
02/25/2017,10:10:56.575,31.72
02/25/2017,10:11:26.697,31.6
02/25/2017,10:11:56.788,31.58
02/25/2017,10:12:26.857,31.53
02/25/2017,10:12:59.859,31.42
02/25/2017,10:13:29.039,31.36
02/25/2017,10:13:57.071,31.37
02/25/2017,10:29:38.603,32.82
02/25/2017,10:30:00.040,33.04
02/25/2017,10:30:30.104,33.01
02/25/2017,10:31:00.204,32.99
02/25/2017,10:31:30.273,33.01
02/25/2017,10:32:00.384,33.12
02/25/2017,10:32:30.446,33.23
02/25/2017,10:33:00.550,33.34
02/25/2017,10:33:30.644,33.42
02/25/2017,10:34:00.725,33.5
02/25/2017,10:34:30.803,33.59
02/25/2017,10:35:00.871,33.68
02/25/2017,10:35:30.966,33.76
02/25/2017,10:36:01.036,33.85
02/25/2017,10:36:31.124,33.93
02/25/2017,10:37:01.214,33.98
02/25/2017,10:37:31.284,33.98
02/25/2017,10:38:01.383,34.03
02/25/2017,10:42:49.341,34.03
02/25/2017,10:43:19.842,34.7
02/25/2017,10:43:32.360,34.75
02/25/2017,10:44:02.424,34.87
02/25/2017,10:44:32.493,34.79
02/25/2017,10:45:02.589,34.74
02/25/2017,10:45:32.652,34.73
02/25/2017,10:46:02.725,34.7
02/25/2017,10:46:32.796,34.7
02/25/2017,10:47:02.895,34.71
02/25/2017,10:47:32.960,34.66
02/25/2017,10:48:03.086,34.58
02/25/2017,10:48:33.130,34.5
02/25/2017,10:49:03.239,34.51
02/25/2017,10:49:33.311,34.58
02/25/2017,10:50:03.367,34.68
02/25/2017,10:50:33.453,34.75
02/25/2017,10:51:03.577,34.84
02/25/2017,10:51:33.656,34.91
02/25/2017,10:52:03.722,34.99
02/25/2017,10:52:33.818,35.06
02/25/2017,10:53:03.875,35.13
02/25/2017,10:53:33.979,35.08
02/25/2017,10:54:04.068,34.93
02/25/2017,10:54:34.152,34.77
02/25/2017,10:55:04.229,34.68
02/25/2017,10:55:34.318,34.63
02/25/2017,10:56:04.391,34.61
02/25/2017,10:56:34.491,34.59
02/25/2017,10:57:04.557,34.61
02/25/2017,10:57:34.650,34.65
02/25/2017,10:58:04.733,34.67
02/25/2017,10:58:34.801,34.7
02/25/2017,10:59:04.890,34.73
02/25/2017,10:59:34.981,34.75
02/25/2017,11:00:05.060,34.73
02/25/2017,11:00:35.105,34.49
02/25/2017,11:01:05.220,34.34
02/25/2017,11:01:35.302,34.24
02/25/2017,11:02:05.388,34.2
02/25/2017,11:02:35.477,34.18
02/25/2017,11:03:05.554,34.22
02/25/2017,11:03:35.636,34.29
02/25/2017,11:04:05.720,34.34
02/25/2017,11:04:35.793,34.4
02/25/2017,11:05:05.860,34.48
02/25/2017,11:05:35.970,34.53
02/25/2017,11:06:06.051,34.61
02/25/2017,11:06:36.132,34.66
02/25/2017,11:07:06.207,34.7
02/25/2017,11:07:36.297,34.76
02/25/2017,11:08:06.373,34.79
02/25/2017,11:08:36.452,34.83
02/25/2017,11:09:06.549,34.86
02/25/2017,11:09:36.661,34.91
02/25/2017,11:10:06.707,34.96
02/25/2017,11:10:36.767,34.99
02/25/2017,11:11:06.872,35.02
02/25/2017,11:11:36.927,35.06
02/25/2017,11:12:07.018,35.09
02/25/2017,11:12:37.075,35.11
02/25/2017,11:13:07.187,35.14
02/25/2017,11:13:37.283,35.18
02/25/2017,11:14:07.358,35.21
02/25/2017,11:14:37.444,35.23
02/25/2017,11:15:07.506,35.26
02/25/2017,11:15:37.607,35.28
02/25/2017,11:16:07.678,35.3
02/25/2017,11:16:37.769,35.34
02/25/2017,11:17:07.859,35.36
02/25/2017,11:17:37.919,35.38
02/25/2017,11:18:08.027,35.41
02/25/2017,11:18:38.107,35.43
02/25/2017,11:19:08.178,35.45
02/25/2017,11:19:38.277,35.46
02/25/2017,11:20:08.369,35.49
02/25/2017,11:20:38.470,35.49
02/25/2017,11:21:08.474,35.5
02/25/2017,11:21:38.571,35.49
02/25/2017,11:22:08.676,35.49
02/25/2017,11:22:38.756,35.48
02/25/2017,11:23:08.834,35.49
02/25/2017,11:23:38.916,35.49
02/25/2017,11:24:09.001,35.49
02/25/2017,11:24:39.094,35.48
02/25/2017,11:25:09.197,35.49
02/25/2017,11:25:39.271,35.48
02/25/2017,11:26:09.348,35.48
02/25/2017,11:26:39.428,35.49
02/25/2017,11:27:09.528,35.49
02/25/2017,11:27:39.549,35.49
02/25/2017,11:28:09.682,35.49
02/25/2017,11:28:39.747,35.49
02/25/2017,11:29:09.835,35.5
02/25/2017,11:29:39.904,35.49
02/25/2017,11:30:09.993,35.5
02/25/2017,11:30:40.067,35.51
02/25/2017,11:31:10.158,35.51
02/25/2017,11:31:40.246,35.51
02/25/2017,11:32:10.334,35.51
02/25/2017,11:32:40.424,35.53
02/25/2017,11:33:10.490,35.52
02/25/2017,11:33:40.552,35.53
02/25/2017,11:34:10.652,35.53
02/25/2017,11:34:40.732,35.52
02/25/2017,11:35:10.820,35.55
02/25/2017,11:35:40.866,35.56
02/25/2017,11:36:10.981,35.55
02/25/2017,11:36:41.055,35.56
02/25/2017,11:37:11.124,35.55
